test_file_n,0,1,2,3,4,5,6,7,8
0,0.4607726005575468,0.047590601354042215,0.07407407407407407,0.13440860215053763,0.053763440860215055,0.05515730784547989,0.04101951413779371,0.07845479888490642,0.05475906013540422
1,0.058343289526085224,0.42074870569494227,0.05197132616487455,0.1401831939466348,0.06451612903225806,0.04400637196336121,0.07487056949422541,0.08323377140581442,0.06212664277180406
2,0.038231780167264036,0.04858622062923138,0.4896455595380327,0.1276383910792513,0.05276782158502589,0.06272401433691756,0.045997610513739545,0.08462763839107926,0.04978096375945838
3,0.05017921146953405,0.03365193150139387,0.06371963361210672,0.4697331740342493,0.045201115093588214,0.08004778972520908,0.10513739545997611,0.10792512943050578,0.044404619673436875
4,0.06371963361210672,0.037435284747112704,0.06969334926324174,0.15890083632019117,0.4368777379530068,0.03922739944245321,0.044802867383512544,0.09577857427319793,0.05356431700517722
5,0.06272401433691756,0.048785344484269216,0.08861011549183592,0.1561131023496615,0.027877339705296694,0.43966547192353644,0.04778972520908005,0.07427319792911191,0.054161688570290724
6,0.056152927120669056,0.04121863799283154,0.05734767025089606,0.16845878136200718,0.024492234169653525,0.05515730784547989,0.4607726005575468,0.07984866587017124,0.056551174830744726
7,0.043209876543209874,0.05774591796097173,0.06551174830744723,0.17801672640382318,0.04042214257268021,0.0356431700517722,0.04062126642771804,0.4994026284348865,0.03942652329749104
8,0.04400637196336121,0.031660692951015534,0.06571087216248507,0.1525288729589805,0.05734767025089606,0.08183990442054959,0.05874153723616089,0.10374352847471127,0.4044205495818399
